id,containerNumber,shipmentId
d7090a55-42cf-489f-8126-73430303f42b,EGLU227172535,f2722220-f56b-43c7-a165-ceccdfeed6a3
bfdb2df1-7e09-4908-a1d6-29c6c7c4824c,EGLU492938944,f2722220-f56b-43c7-a165-ceccdfeed6a3
b77300bc-8925-4f07-b968-fc1206cdd365,EGLU615816350,f2722220-f56b-43c7-a165-ceccdfeed6a3
ea9dba0e-2cca-45b6-a68e-a32e3af403df,EGLU685831930,f2722220-f56b-43c7-a165-ceccdfeed6a3
2dc7b38a-3c5e-4645-b910-fb23e0a57bd8,EGLU267347752,f2722220-f56b-43c7-a165-ceccdfeed6a3
e2dbf70d-0a70-486e-913b-adb4e9dbf1b7,EGLU275469869,f2722220-f56b-43c7-a165-ceccdfeed6a3
852dc02e-54c5-4db4-abe0-b203033036db,EGLU523376757,f2722220-f56b-43c7-a165-ceccdfeed6a3
36a0aeff-48dc-42a9-a051-ac3c8c32e23b,EGLU589512453,f2722220-f56b-43c7-a165-ceccdfeed6a3
dd207458-7032-4135-bc30-a7df7159ae73,EGLU628521067,f2722220-f56b-43c7-a165-ceccdfeed6a3
b717f11a-de54-493f-8345-5fb1d40c9f02,EGLU739540440,366503d3-8bdc-445c-bb8a-be4cb05a197d
32de5644-f545-4c9e-b45d-4250e49a5539,EGLU900583170,366503d3-8bdc-445c-bb8a-be4cb05a197d
a72c0887-79b0-4890-a309-9f4ff257a6c7,EGLU214713301,366503d3-8bdc-445c-bb8a-be4cb05a197d
57bb83e8-552d-49ea-a769-91cacdd4e81a,EGLU516437809,366503d3-8bdc-445c-bb8a-be4cb05a197d
c50676ba-f0ee-4f7a-981d-4bf4105fc078,EGLU180115893,366503d3-8bdc-445c-bb8a-be4cb05a197d
d10dcb6b-c17b-4c79-9fb7-2dbe485fcc90,EGLU556476019,366503d3-8bdc-445c-bb8a-be4cb05a197d
525b33bb-0c03-4301-b1ee-e5f2c81d589d,EGLU378423578,366503d3-8bdc-445c-bb8a-be4cb05a197d
db63d2f6-cec9-4f33-bad4-79445ddcb724,EGLU755124873,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
54ca75e2-b203-4166-8a81-8bbdb77a4b95,EGLU806842302,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
a429ea89-4ef0-4a44-91bd-f84f72e9c700,EGLU108460914,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
e4264c3b-57a4-406f-a0d8-e5c32b274f4f,EGLU241154670,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
df17cecc-d7d6-4660-b0c3-dc805aefd8fc,EGLU626063129,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
5e9726a1-90c9-4a25-8946-480e124b0c54,EGLU611493415,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
01594cac-5309-4ce1-b67e-a24d56f0a3ef,EGLU744094804,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
fdc27ab9-e962-4d3d-8481-f0baa659339b,EGLU172872958,b0fc6cdd-a6ce-44d7-b711-20afc87f9939
a568c7da-16a5-46b6-bb5d-de0e982b023c,EGLU152127630,29a2da02-bba7-4dcf-a88b-2ad351dd334c
69a87cd2-d5a0-44a7-8736-f4651f78fc82,EGLU412721924,29a2da02-bba7-4dcf-a88b-2ad351dd334c
f9bffeed-b91e-4a04-a3f6-a86137ab34ed,EGLU668799754,29a2da02-bba7-4dcf-a88b-2ad351dd334c
63d5bf84-e954-41fe-93c2-af5db95af072,EGLU448785834,29a2da02-bba7-4dcf-a88b-2ad351dd334c
07abafc7-c138-450b-bf67-c37513c670c6,EGLU572433273,29a2da02-bba7-4dcf-a88b-2ad351dd334c
2f32fbed-2942-4fff-b085-4a097159ff90,EGLU295205359,29a2da02-bba7-4dcf-a88b-2ad351dd334c
9b61a5f8-9c12-44b3-b664-49422828cf3c,EGLU455675703,29a2da02-bba7-4dcf-a88b-2ad351dd334c
51f02115-3d12-43fe-848c-329c5345d8ab,EGLU828411108,29a2da02-bba7-4dcf-a88b-2ad351dd334c
a7f7ccb3-a4d2-4a51-a32a-4a69fa7f45ea,EGLU587980844,29a2da02-bba7-4dcf-a88b-2ad351dd334c
fb48c32a-a701-44e0-9c5b-e56b148dca9b,MSCU491917381,f42ea719-d8e5-4ea8-a1d3-cbecc5eef17f
64360cdb-46cf-4871-beea-64c56cbf6224,MSCU122126969,f42ea719-d8e5-4ea8-a1d3-cbecc5eef17f
f43edfa0-9ce8-47f4-94b5-abb993a0a899,MSCU573199255,2b04520e-375e-48e5-b3d4-ae8300bfde20
aec46860-f949-400b-8d40-68b42c6ee96c,MSCU261470038,2b04520e-375e-48e5-b3d4-ae8300bfde20
6ca7980c-4346-4362-ac7c-853e42fad6d7,MSCU662189529,2b04520e-375e-48e5-b3d4-ae8300bfde20
9ec42e02-0bcf-4667-a8a2-219c50c150eb,MSCU513234615,2b04520e-375e-48e5-b3d4-ae8300bfde20
5126c3d3-250d-4bb5-9e20-ae23c2daf1ba,MSCU840277910,2b04520e-375e-48e5-b3d4-ae8300bfde20
cde201c3-5041-46e0-b37e-eeec3ffe3f58,EGLU167294020,302c11e2-382d-4d9e-b85b-2ea69f011361
2e936b2b-8296-482f-a5fa-e30e41d934dc,EGLU653319761,a8a127df-7e9d-4938-92a3-a027041cb216
aaf77c08-c492-4ad6-93c5-363051c5e03f,EGLU741187161,a8a127df-7e9d-4938-92a3-a027041cb216
448d3a4a-76c7-41c5-b508-0c93c19ed0d4,EGLU727301375,a8a127df-7e9d-4938-92a3-a027041cb216
b179d71a-7ca5-45b7-a604-ec289c219d7a,EGLU516117310,a8a127df-7e9d-4938-92a3-a027041cb216
662fb969-3a9e-47cd-9b91-02339490323c,EGLU950728272,a8a127df-7e9d-4938-92a3-a027041cb216
f9089edd-3ead-4b60-8c1c-99fe15df0bac,EGLU745866509,a8a127df-7e9d-4938-92a3-a027041cb216
58583bae-2612-4f9a-9a07-841d347cefab,EGLU993466859,a8a127df-7e9d-4938-92a3-a027041cb216
24226d41-4318-465a-bae9-e996d43d3397,EGLU747320390,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
9f34077a-2917-4603-8c6b-d9c99ed7eb1a,EGLU640013625,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
ef2b0c7f-db27-4f58-b38c-760ea087ee04,EGLU790371728,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
be219649-9dc2-4101-8ac9-365cbf097536,EGLU895892712,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
2845c0dc-c307-4881-9c84-b29f239c31a3,EGLU443667287,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
7b3920ae-014d-4d38-a464-5635ae857db6,EGLU768681385,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
551bdfaa-012d-4d9c-a3da-99baf852d64b,EGLU907667339,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
d9d2f6c9-ba85-4734-8ec0-ec954436fcb8,EGLU663930473,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
78eb5498-5428-4b0f-8638-b4c6ca67426d,EGLU955095606,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
d34c99d1-e7cb-4d62-99c0-d7878da387b0,EGLU713245569,9a5a4036-cb06-4b10-9e3e-e284dc9cb18e
24a39b69-1b1a-4bba-a62f-1604b1b01623,MSCU902814586,fa73463c-38b4-4f2f-99ae-6724fcf30e47
6cefee9a-bd5e-42ec-8edf-507ef3f90d20,MSCU117494170,fa73463c-38b4-4f2f-99ae-6724fcf30e47
30a43275-644b-49f9-a970-6b6ba346c117,MSCU477125834,fa73463c-38b4-4f2f-99ae-6724fcf30e47
aedc8ed6-c755-4298-9aa8-488ef849801d,MSCU367016604,fa73463c-38b4-4f2f-99ae-6724fcf30e47
bc01bec1-7836-4787-a6b6-210cb6765a7e,MSCU272986180,fa73463c-38b4-4f2f-99ae-6724fcf30e47
cf98b2be-2e2e-42eb-9d59-3d8ce10eb394,MSCU402631730,fa73463c-38b4-4f2f-99ae-6724fcf30e47
295736b0-e60d-4eea-8e27-0d12e9160f9f,MSCU798966571,fa73463c-38b4-4f2f-99ae-6724fcf30e47
b539e132-4fb3-4328-966a-d3eba3856b55,EGLU325281773,b505806e-f845-429c-a0d1-e97e55a300cf
